body_noCharacters,body_noFunctionWords,url_noIntLinks,body_richness,url_noLinks,url_linkText,send_noCharacters,subj_reply,send_noWords,url_nonModalHereLinks,url_noIpAddresses,body_html,url_atSymbol,body_noWords,subj_richness,url_maxNoPeriods,url_noDomains,url_ipAddress,body_verifyYourAccount,body_suspension,url_noExtLinks,url_ports,subj_verify,body_forms,script_scripts,subj_bank,subj_noWords,url_noPorts,subj_forward,subj_debit,body_noDistinctWords,script_nonModalJsLoads,script_popups,send_diffSenderReplyTo,label
59069,0,0,0.0130017437234,0,False,40,False,2,False,0,False,False,768,0.133333333333,0,2,False,False,False,0,False,False,False,False,False,6,0,False,False,768,False,False,False,P
1947,4,1,0.145865434001,1,False,26,False,3,False,0,True,False,284,0.142857142857,0,2,False,False,False,0,False,True,False,False,False,8,0,False,False,168,False,False,False,P
3820,7,5,0.0649214659686,12,False,40,False,2,False,0,True,False,248,0.25,5,7,False,False,False,7,False,False,False,False,False,2,0,False,False,141,False,False,False,P
311,0,0,0.0514469453376,2,False,38,False,2,False,0,True,False,16,0.0952380952381,4,2,False,False,False,2,False,False,False,False,False,2,0,False,False,14,False,False,False,P
614,4,0,0.0912052117264,1,True,31,False,3,False,0,True,False,56,0.125,2,3,False,False,False,1,False,False,False,False,False,3,0,False,False,41,False,False,False,P
1808,8,1,0.101216814159,3,True,41,False,3,False,0,True,False,183,0.12,2,4,False,False,False,2,False,False,False,False,False,3,0,False,False,108,False,False,False,P
3722,7,1,0.092692101021,2,False,14,False,2,False,0,True,False,345,0.19512195122,0,2,False,False,False,1,False,False,False,False,False,8,0,False,False,230,False,False,False,P
3651,6,0,0.0840865516297,3,False,34,False,3,False,0,True,False,307,0.153846153846,3,5,False,False,False,3,True,False,False,False,False,2,1,False,False,184,False,False,True,P
70694,0,0,0.0175262398506,1,False,36,False,2,False,0,True,False,1239,0.133333333333,3,3,False,False,False,1,False,False,False,False,False,4,0,False,False,1199,False,False,False,P
2679,2,1,0.106009705114,2,False,71,False,3,False,0,True,False,284,0.125,1,3,False,False,False,1,False,False,False,False,False,3,0,False,False,150,False,False,False,P
21787,7,1,0.0638913113324,58,True,30,False,3,False,0,True,False,1392,0.105263157895,3,6,False,False,False,57,False,False,False,False,False,2,0,False,False,343,False,False,False,P
170,2,0,0.182352941176,1,False,32,False,3,False,0,False,False,31,0.142857142857,2,3,False,False,False,1,False,False,False,False,False,2,0,False,False,25,False,False,False,P
332,2,0,0.14156626506,2,False,31,False,1,False,0,True,False,47,0.205882352941,2,4,False,False,False,2,False,False,False,False,False,7,0,False,False,43,False,False,False,P
12903,43,8,0.0969541966984,31,False,49,False,2,False,0,True,False,1251,0.131578947368,4,7,False,False,False,23,False,False,False,False,False,5,0,False,False,511,False,False,False,P
2952,14,2,0.112804878049,4,False,13,False,2,False,0,True,False,333,0.159420289855,0,3,False,False,False,2,False,False,False,False,False,11,0,False,False,219,False,False,False,P
804,11,1,0.134328358209,2,False,46,False,5,False,0,True,False,108,0.142857142857,1,3,False,False,False,1,False,False,False,False,False,3,0,False,False,67,False,False,False,P
5463,4,3,0.0653487095003,7,True,51,False,5,False,0,True,False,357,0.0666666666667,3,4,False,False,True,4,False,False,False,False,False,1,0,False,False,233,False,False,False,P
338,0,0,0.168639053254,1,False,10,False,2,False,0,False,False,57,0.0909090909091,2,2,False,False,True,1,False,False,False,False,False,1,0,False,False,55,False,False,False,P
1736,6,3,0.107718894009,8,False,36,False,4,False,0,True,False,187,0.170731707317,3,5,False,False,False,5,False,False,False,False,False,7,0,False,False,124,False,False,True,P
2353,0,1,0.0140246493838,1,False,25,False,2,False,1,False,False,33,0.2,4,1,True,False,False,0,True,False,False,False,False,3,1,False,False,33,False,False,False,P
2412,1,1,0.0986733001658,3,False,51,False,2,False,0,True,True,238,0.176470588235,4,3,False,False,False,2,False,False,False,False,False,3,0,False,False,168,False,False,False,P
13420,26,12,0.0748137108793,35,True,32,False,2,True,0,True,False,1004,0.185185185185,3,11,False,False,False,23,False,False,False,False,False,5,0,False,False,517,False,False,False,P
9486,12,3,0.0664136622391,9,True,37,False,3,False,0,True,False,630,0.181818181818,3,4,False,False,False,6,False,False,False,False,False,6,0,False,False,311,False,False,False,P
93211,0,2,0.0130563989229,2,False,57,False,4,False,0,True,False,1217,0.130434782609,3,2,False,False,False,0,False,False,False,False,False,3,0,False,False,1142,False,False,False,P
6966,5,6,0.0914441573356,8,False,34,False,3,False,0,True,False,637,0.105263157895,4,4,False,False,False,2,False,False,False,False,False,2,0,False,False,276,False,False,False,P
5710,25,7,0.069877408056,13,True,19,False,2,False,0,True,False,399,0.181818181818,3,6,False,False,False,6,False,False,False,False,False,6,0,False,False,206,False,False,False,P
4623,8,0,0.0700843608047,2,False,31,False,3,False,0,True,False,324,0.2,2,4,False,False,False,2,False,False,False,False,False,5,0,False,False,252,False,False,False,P
9934,23,10,0.0938192067646,34,False,43,False,2,False,0,True,True,932,0.147058823529,4,9,False,False,False,24,False,False,False,False,False,5,0,False,False,430,False,False,False,P
3264,4,1,0.102022058824,2,True,37,False,2,False,0,True,False,333,0.115384615385,2,3,False,False,False,1,False,True,False,False,False,6,0,False,False,181,False,False,False,P
4930,13,4,0.0638945233266,11,False,35,False,3,False,0,True,False,315,0.192307692308,4,6,False,False,False,7,False,False,False,False,False,5,0,False,False,181,False,False,False,P
3346,7,1,0.0744172145846,4,False,36,False,4,False,0,True,False,249,0.148148148148,2,4,False,False,False,3,False,False,False,False,False,4,0,False,False,160,False,False,False,P
19698,7,1,0.0890953396284,7,False,47,False,3,False,0,True,False,1755,0.125,2,8,False,False,False,6,False,False,True,True,False,3,0,False,False,720,False,False,False,P
117,4,0,0.153846153846,1,False,40,False,3,False,0,True,False,18,0.25,2,3,False,False,False,1,False,False,False,False,False,1,0,False,False,18,False,False,False,P
129,4,0,0.139534883721,1,False,44,False,3,False,0,True,False,18,0.12,3,3,False,False,False,1,False,False,False,False,False,3,0,False,False,18,False,False,False,P
1116,13,1,0.135304659498,3,True,25,False,2,False,0,True,False,151,0.142857142857,2,4,False,False,True,2,False,False,False,False,False,1,0,False,False,85,False,False,False,P
1291,17,1,0.134779240899,3,True,25,False,2,False,0,True,False,174,0.16,2,4,False,False,False,2,False,False,False,False,False,4,0,False,False,97,False,False,False,P
4960,12,6,0.0933467741935,15,False,18,False,2,False,0,True,False,463,0.188679245283,5,8,False,False,False,9,False,False,False,False,False,10,0,False,False,172,False,False,False,P
10640,34,11,0.0968984962406,34,False,42,False,2,False,0,True,True,1031,0.112903225806,4,10,False,False,False,23,False,False,False,False,False,7,0,False,False,462,False,False,False,P
2647,7,1,0.111446921043,2,True,41,False,3,True,0,True,True,295,0.166666666667,4,2,False,False,False,1,False,False,False,False,False,3,0,False,False,194,False,False,False,P
17612,2,0,0.0767090620032,2,True,62,False,3,False,0,True,False,1351,0.2,1,3,False,False,False,2,False,False,False,False,False,5,0,False,False,257,False,False,False,P
2360,2,1,0.107203389831,4,False,23,False,2,False,0,True,False,253,0.222222222222,3,4,False,False,False,3,False,False,False,False,False,6,0,False,False,154,False,False,False,P
4173,13,2,0.132997843278,6,False,35,False,3,False,0,True,False,555,0.173913043478,3,5,False,False,False,4,False,False,False,False,False,4,0,False,False,202,False,False,False,P
109,3,0,0.155963302752,1,False,28,False,3,False,0,True,False,17,0.166666666667,2,3,False,False,False,1,False,False,False,False,False,3,0,False,False,17,False,False,False,P
1659,9,1,0.139843279084,3,False,47,True,6,False,0,True,False,232,0.148148148148,1,4,False,False,False,2,False,False,False,False,False,4,0,False,False,130,False,False,False,P
24179,16,5,0.0360229951611,20,False,26,False,2,False,0,True,False,871,0.205128205128,3,10,False,False,False,15,False,False,False,False,False,8,0,False,False,463,False,False,False,P
2173,8,1,0.143580303728,2,True,43,False,3,False,0,True,False,312,0.117647058824,2,3,False,False,False,1,False,False,False,False,False,2,0,False,False,119,False,False,True,P
3684,4,1,0.116449511401,2,True,24,False,2,True,0,True,False,429,0.142857142857,1,3,False,False,False,1,False,True,False,False,False,8,0,False,False,180,False,False,False,P
6615,12,1,0.0825396825397,2,True,52,False,4,False,0,True,False,546,0.127659574468,0,3,False,False,False,1,False,False,False,False,False,6,0,False,False,249,False,False,True,P
163,2,0,0.19018404908,1,False,55,False,3,False,0,False,False,31,0.2,3,3,False,False,False,1,False,False,False,False,False,3,0,False,False,25,False,False,True,P
884,0,1,0.16742081448,2,False,46,False,3,False,0,True,False,148,0.210526315789,2,3,False,False,False,1,False,False,False,False,False,4,0,False,False,75,False,False,False,P
848,6,0,0.116745283019,2,False,34,False,3,False,0,True,False,99,0.157894736842,3,4,False,False,False,2,False,False,False,False,False,3,0,False,False,68,False,False,False,P
1422280,4,0,0.0164334730152,0,False,49,True,4,False,0,False,False,23373,0.142857142857,0,2,False,False,False,0,False,False,False,False,False,2,0,False,False,23368,False,False,True,P
9939,23,10,0.0937720092565,34,False,27,False,2,False,0,True,True,932,0.161290322581,4,9,False,False,False,24,False,False,False,False,False,5,0,False,False,430,False,False,False,P
14380,22,11,0.0920723226704,32,True,33,False,2,False,0,True,False,1324,0.210526315789,3,11,False,False,False,21,False,False,False,False,False,8,0,False,False,582,False,False,False,P
162356,2,0,0.0164699795511,0,False,24,False,1,False,0,False,False,2674,0.151515151515,0,2,False,False,True,0,False,False,False,False,False,5,0,False,False,2671,False,False,False,P
49586,11,0,0.0242407131045,4,False,56,False,3,False,0,True,False,1202,0.2,5,4,False,False,False,4,False,False,False,False,False,5,0,False,False,961,False,False,False,P
19194,19,7,0.103261435865,30,True,13,False,2,False,0,True,False,1982,0.159420289855,2,14,False,False,False,23,False,False,False,False,False,11,0,False,False,777,False,False,True,P
9934,23,10,0.0938192067646,34,False,43,False,2,False,0,True,True,932,0.147058823529,4,9,False,False,False,24,False,False,False,False,False,5,0,False,False,430,False,False,False,P
5016,14,1,0.0909090909091,15,False,34,False,2,False,0,True,False,456,0.166666666667,3,10,False,True,False,14,False,False,False,False,False,1,0,False,False,229,False,False,False,P
425,5,0,0.183529411765,1,False,39,False,3,False,0,False,False,78,0.27027027027,3,3,False,False,False,1,False,False,False,False,False,10,0,False,False,68,False,False,True,P
429,6,0,0.174825174825,1,False,42,False,2,False,0,False,False,75,0.240740740741,7,2,False,False,False,1,False,False,False,False,False,13,0,False,False,65,False,False,False,P
2896,0,3,0.103591160221,7,False,64,False,2,False,0,True,False,300,0.244444444444,3,4,False,False,False,4,False,False,False,False,False,11,0,False,False,188,False,False,False,P
263,2,1,0.0874524714829,2,True,37,False,2,True,0,True,False,23,0.192307692308,2,3,False,False,False,1,False,False,False,False,False,5,0,False,False,17,False,False,True,P
4611,8,0,0.0988939492518,2,False,50,False,3,False,0,True,True,456,0.105263157895,4,3,False,False,False,2,False,False,False,False,False,2,0,False,False,193,False,False,False,P
747699,2,0,0.0130828047115,0,False,32,False,3,False,0,False,False,9782,0.0869565217391,0,2,False,False,False,0,False,False,False,False,False,2,0,False,False,9767,False,False,False,P
429,6,0,0.174825174825,1,False,35,False,2,False,0,False,False,75,0.240740740741,7,2,False,False,False,1,False,False,False,False,False,13,0,False,False,65,False,False,False,P
5457,7,1,0.0454462158695,8,False,27,False,2,False,0,True,False,248,0.194444444444,8,7,False,False,False,7,False,False,False,False,False,7,0,False,False,166,False,False,False,P
5335,5,1,0.0537956888472,11,True,33,False,3,False,0,True,False,287,0.205128205128,4,7,False,False,False,10,False,False,False,False,False,8,0,False,False,214,False,False,False,P
36239,20,6,0.0614531306051,54,False,36,False,3,False,0,True,False,2227,0.1875,4,18,False,False,False,48,False,True,False,False,False,9,0,False,False,551,False,False,False,P
9825,18,1,0.119287531807,4,True,50,False,3,False,0,True,False,1172,0.166666666667,3,4,False,False,False,3,False,False,False,False,False,2,0,False,False,362,False,False,False,P
5302,10,1,0.119954734063,3,True,35,True,4,False,0,True,False,636,0.161290322581,2,3,False,False,False,2,False,False,False,False,False,5,0,False,False,241,False,False,False,P
1682,11,1,0.123662306778,3,True,46,True,3,False,0,True,False,208,0.272727272727,2,3,False,False,False,2,False,False,False,False,False,3,0,False,False,121,False,False,False,P
2933,7,7,0.0664848278213,14,False,23,False,4,False,0,True,False,195,0.222222222222,3,5,False,False,False,7,False,False,False,False,False,6,1,False,False,150,False,False,False,P
6356,0,0,0.0999056010069,1,False,24,False,1,False,0,True,False,635,0.153846153846,3,3,False,False,False,1,False,False,False,False,False,4,0,False,False,252,False,False,False,P
10326,32,10,0.0910323455355,34,True,29,False,2,False,0,True,True,940,0.178571428571,4,9,False,False,False,24,False,False,False,False,False,5,0,False,False,444,False,False,False,P
7148,19,0,0.0927532176833,11,True,34,False,2,True,0,True,False,663,0.133333333333,3,7,False,False,False,11,False,False,False,False,False,2,0,False,False,318,False,False,False,P
41940,0,0,0.0130424415832,0,False,68,False,4,False,0,False,False,547,0.0833333333333,0,2,False,False,False,0,False,False,False,False,False,1,0,False,False,547,False,False,False,P
5131,6,0,0.0695770804911,1,True,60,False,3,False,0,True,True,357,0.136363636364,5,2,False,False,False,1,False,False,False,False,False,6,0,False,False,151,False,False,False,P
1323,9,1,0.0861678004535,5,False,22,False,2,False,0,True,False,114,0.125,2,6,False,False,False,4,True,False,False,False,False,4,1,False,False,77,False,False,False,P
9217,37,1,0.0809373982858,15,True,38,False,3,True,0,True,False,746,0.151515151515,3,7,False,False,True,14,False,False,False,False,False,5,0,False,False,373,False,False,False,P
35971,0,12,0.0131494815268,12,False,34,False,2,False,0,True,False,473,0.19298245614,3,2,False,False,False,0,False,False,False,False,False,11,0,False,False,470,False,False,False,P
2756,4,1,0.11175616836,2,True,39,False,3,False,0,True,False,308,0.133333333333,2,3,False,False,False,1,False,False,False,False,False,2,0,False,False,116,False,False,False,P
1946,4,1,0.145940390545,1,False,40,False,3,False,0,True,False,284,0.135593220339,0,2,False,False,False,0,False,True,False,False,False,8,0,False,False,170,False,False,False,P
213638,0,0,0.0130173471012,0,False,43,False,2,False,0,True,False,2781,0.107142857143,0,2,False,False,False,0,False,False,False,False,False,6,0,False,False,2779,False,False,False,P
2435,2,1,0.0751540041068,5,True,42,False,5,True,0,True,False,183,0.2,3,5,False,False,False,4,False,False,False,False,False,8,0,False,False,77,False,False,True,P
3185,13,1,0.137205651491,3,True,45,False,3,False,0,True,False,437,0.105263157895,0,4,False,False,False,2,False,False,False,False,False,2,0,False,False,221,False,False,False,P
51505,0,1,0.0131055237356,1,False,33,False,2,False,0,True,False,675,0.159090909091,2,2,False,False,False,0,False,False,False,False,False,7,0,False,False,673,False,False,False,P
813,7,1,0.10455104551,3,True,53,False,4,False,0,True,False,85,0.181818181818,1,3,False,False,False,2,False,False,False,False,False,4,0,False,False,67,False,False,False,P
9934,23,10,0.0938192067646,34,False,43,False,2,False,0,True,True,932,0.147058823529,4,9,False,False,False,24,False,False,False,False,False,5,0,False,False,430,False,False,False,P
1181,2,0,0.122777307367,1,False,46,False,5,False,0,True,False,145,0.181818181818,3,3,False,False,False,1,False,False,False,False,False,4,0,False,False,104,False,False,True,P
