body_noFunctionWords,url_noIntLinks,body_richness,url_noLinks,url_linkText,send_noCharacters,body_noCharacters,subj_reply,send_noWords,url_nonModalHereLinks,url_noIpAddresses,body_html,url_atSymbol,body_noWords,subj_richness,url_maxNoPeriods,url_noDomains,url_ipAddress,body_verifyYourAccount,body_suspension,url_noExtLinks,url_ports,subj_verify,body_forms,script_scripts,subj_bank,subj_noWords,url_noPorts,subj_forward,subj_debit,body_noDistinctWords,script_nonModalJsLoads,script_popups,send_diffSenderReplyTo,script_javaScript,script_statusChange,label
4,0,0.0712041884817,1,True,31,955,False,3,True,0,True,False,68,0.125,2,3,False,False,False,1,False,False,False,False,False,3,0,False,False,36,False,False,False,False,False,P
4,1,0.0896358543417,2,True,45,2856,False,4,True,0,True,True,256,0.133333333333,2,3,False,False,True,1,False,False,False,False,False,4,0,False,False,105,False,False,False,False,False,P
4,1,0.0740517760385,3,False,36,1661,True,3,False,0,True,False,123,0.333333333333,2,4,False,False,False,2,False,False,False,False,False,2,0,False,False,95,False,False,False,False,False,P
4,0,0.0832420591457,3,False,47,913,False,3,False,0,True,False,76,0.190476190476,3,3,False,False,False,3,False,False,False,False,True,8,0,False,False,57,False,False,False,False,False,P
1,1,0.122033898305,3,False,12,885,False,1,False,0,True,False,108,0.178571428571,3,3,False,False,False,2,False,False,False,False,False,5,0,False,False,91,False,False,False,False,False,P
6,0,0.176470588235,1,False,31,425,False,2,False,0,False,False,75,0.240740740741,7,2,False,False,False,1,False,False,False,False,False,13,0,False,False,65,False,False,False,False,False,P
2,0,0.187878787879,1,False,60,165,False,3,False,0,False,False,31,0.142857142857,3,3,False,False,False,1,False,False,False,False,False,2,0,False,False,25,False,False,True,False,False,P
14,30,0.0773929975946,54,False,30,26191,False,1,False,0,True,False,2027,0.147058823529,4,9,False,False,False,24,False,False,False,True,False,5,0,False,False,964,False,False,False,False,False,P
6,6,0.0859385759537,9,False,30,7261,False,3,False,0,True,False,624,0.105263157895,3,4,False,False,False,3,False,False,False,False,False,2,0,False,False,289,False,False,False,False,False,P
7,7,0.0998940517633,9,True,31,6607,False,4,True,0,True,False,660,0.142857142857,3,4,False,False,False,2,False,False,False,False,False,2,0,False,False,289,False,False,False,False,False,P
12,1,0.0851938895417,6,False,28,1702,False,2,False,0,True,False,145,0.178571428571,3,7,False,False,False,5,False,False,False,False,False,5,0,False,False,97,False,False,False,False,False,P
0,0,0.0130541991007,0,False,25,41366,False,2,False,0,True,False,540,0.117647058824,0,2,False,False,False,0,False,False,False,False,False,2,0,False,False,540,False,False,False,False,False,P
4,0,0.0669972324723,19,True,34,8672,False,1,False,0,True,False,581,0.189189189189,3,5,False,False,False,19,False,False,False,False,False,7,0,False,False,186,False,False,False,False,False,P
0,8,0.0141528507885,8,False,45,2473,False,3,False,0,True,False,35,0.176470588235,0,1,False,False,False,0,False,False,False,False,False,6,0,False,False,35,False,False,False,False,False,P
36,4,0.0906842539159,17,False,48,12130,False,2,False,0,True,False,1100,0.15,0,10,False,False,False,13,False,False,False,False,False,3,0,False,False,622,False,False,False,False,False,P
27,19,0.0732076577457,48,True,50,20476,False,5,False,0,True,False,1499,0.157894736842,3,9,False,False,False,29,False,True,False,False,False,6,0,False,False,658,False,False,False,False,False,P
16,1,0.121521335807,2,True,37,3234,False,3,True,0,True,False,393,0.136363636364,1,3,False,False,False,1,False,False,False,False,False,3,0,False,False,175,False,False,False,False,False,P
7,1,0.101647388714,3,True,32,5706,False,3,False,0,True,False,580,0.192307692308,1,4,False,False,False,2,False,False,False,False,False,5,0,False,False,159,False,False,False,False,False,P
8,0,0.111309605607,1,True,26,7277,False,2,True,0,True,False,810,0.172413793103,4,3,False,False,False,1,False,False,False,False,False,5,0,False,False,210,False,False,False,False,False,P
0,0,0.0131926121372,0,False,32,30699,False,2,False,0,True,False,405,0.148148148148,0,2,False,False,False,0,False,False,False,False,False,8,0,False,False,403,False,False,False,False,False,P
1,1,0.0654761904762,6,False,31,1512,False,3,False,0,True,False,99,0.142857142857,3,5,False,False,False,5,False,False,False,False,False,4,0,False,False,92,False,False,True,False,False,P
22,11,0.093611206013,34,False,35,14635,False,2,False,0,True,False,1370,0.294117647059,3,8,False,False,False,23,False,False,False,False,False,10,0,False,False,535,False,False,False,False,False,P
10,1,0.0739687055477,4,False,29,2812,True,2,False,0,True,False,208,0.181818181818,3,4,False,False,False,3,False,False,False,False,False,18,0,False,False,137,False,False,False,False,False,P
9,4,0.096561306009,8,False,39,8637,False,2,False,0,True,False,834,0.130434782609,3,4,False,False,False,4,False,False,False,False,False,3,0,False,False,328,False,False,False,False,False,P
12,1,0.123873873874,4,True,28,1332,False,2,False,0,True,False,165,0.115384615385,3,5,False,False,False,3,False,False,False,False,False,3,0,False,False,99,False,False,False,False,False,P
10,1,0.0747663551402,5,False,33,2782,True,3,False,0,True,False,208,0.18085106383,3,5,False,False,False,4,False,False,False,False,False,17,0,False,False,137,False,False,False,False,False,P
1,2,0.0751592356688,8,True,49,2355,False,5,False,0,True,False,177,0.184210526316,4,8,False,False,False,6,False,True,False,False,False,7,0,False,False,129,False,False,False,False,False,P
5,1,0.0185039115536,24,False,34,77335,False,1,False,0,True,False,1431,0.227272727273,2,10,False,False,False,23,False,False,False,False,False,10,0,False,False,1203,False,False,False,False,False,P
0,0,0.0137688120397,0,False,32,3123,False,2,False,0,False,False,43,0.130434782609,0,1,False,False,False,0,False,False,False,False,False,3,0,False,False,43,False,False,False,False,False,P
5,1,0.0539676570139,10,True,33,5318,False,3,False,1,True,False,287,0.205128205128,3,6,True,False,False,9,False,False,False,False,False,8,0,False,False,214,False,False,False,False,False,P
29,25,0.0848372542701,50,False,64,12412,False,4,False,0,True,False,1053,0.15,4,14,False,True,False,25,False,False,True,True,False,6,0,False,False,519,True,False,False,False,False,P
5,1,0.104109589041,3,False,35,1095,True,3,False,0,True,False,114,0.333333333333,2,4,False,False,False,2,False,False,False,False,False,1,0,False,False,97,False,False,False,False,False,P
6,0,0.0874081580948,5,True,48,7894,False,2,False,0,True,False,690,0.130434782609,3,4,False,False,False,5,False,False,False,False,False,3,0,False,False,217,False,False,False,False,False,P
0,0,0.0130989605341,0,False,26,59165,False,2,False,0,True,False,775,0.11320754717,0,2,False,False,False,0,False,False,False,False,False,6,0,False,False,773,False,False,False,False,False,P
7,1,0.103817816477,4,False,28,1493,False,2,False,0,True,False,155,0.148148148148,2,5,False,False,False,3,False,False,False,False,False,4,0,False,False,94,False,False,False,False,False,P
12,1,0.102151509673,2,True,42,5531,False,3,False,0,True,False,565,0.147058823529,3,3,False,False,False,1,False,False,False,False,False,5,0,False,False,217,False,False,False,False,False,P
13,1,0.100538599641,5,True,23,1671,False,2,False,0,True,False,168,0.166666666667,2,6,False,False,True,4,False,False,False,False,False,4,0,False,False,102,False,False,False,False,False,P
5,3,0.130949250592,6,False,37,3803,False,3,False,0,True,True,498,0.129032258065,3,5,False,False,False,3,False,False,False,False,False,4,0,False,False,241,False,False,False,False,False,P
10,3,0.113958736299,8,False,6,6204,False,1,False,0,True,False,707,0.166666666667,3,6,False,False,False,5,False,False,True,True,False,1,0,False,False,392,False,False,False,False,False,P
41,0,0.0842981186686,13,True,38,8292,False,3,True,0,True,False,699,0.151515151515,5,11,False,False,True,13,False,False,False,False,False,5,0,False,False,348,False,False,False,False,False,P
24,11,0.0774776086798,34,False,24,13733,False,2,False,0,True,True,1064,0.25,4,10,False,False,False,23,False,True,False,False,False,10,0,False,False,578,False,False,False,False,False,P
2,1,0.0660066006601,2,False,45,606,False,2,False,0,True,False,40,0.192307692308,2,3,False,False,False,1,False,False,False,False,False,5,0,False,False,33,False,False,False,False,False,P
4,1,0.0850269597677,4,True,44,2411,False,4,False,0,True,False,205,0.0,2,4,False,False,False,3,False,False,False,False,False,0,0,False,False,152,False,False,False,False,False,P
2,2,0.0798611111111,3,True,43,288,False,2,False,1,True,False,23,0.192307692308,4,3,True,False,False,1,True,False,False,False,False,5,1,False,False,17,False,False,False,False,False,P
17,1,0.131522516083,3,True,25,1399,False,2,True,0,True,False,184,0.142857142857,1,4,False,False,True,2,False,False,False,False,False,4,0,False,False,107,False,False,False,False,False,P
2,1,0.142156862745,3,True,43,816,False,3,False,0,True,False,116,0.117647058824,2,4,False,False,False,2,False,False,False,False,False,2,0,False,False,71,False,False,False,False,False,P
0,0,0.0130017437234,0,False,40,59069,False,2,False,0,False,False,768,0.133333333333,0,2,False,False,False,0,False,False,False,False,False,6,0,False,False,768,False,False,False,False,False,P
4,1,0.145865434001,1,False,26,1947,False,3,False,0,True,False,284,0.142857142857,0,2,False,False,False,0,False,True,False,False,False,8,0,False,False,168,False,False,False,False,False,P
7,5,0.0649214659686,12,False,40,3820,False,2,False,0,True,False,248,0.25,5,7,False,False,False,7,False,False,False,False,False,2,0,False,False,141,False,False,False,False,False,P
0,0,0.0514469453376,2,False,38,311,False,2,False,0,True,False,16,0.0952380952381,4,2,False,False,False,2,False,False,False,False,False,2,0,False,False,14,False,False,False,False,False,P
4,0,0.0912052117264,1,True,31,614,False,3,False,0,True,False,56,0.125,2,3,False,False,False,1,False,False,False,False,False,3,0,False,False,41,False,False,False,False,False,P
8,1,0.101216814159,3,True,41,1808,False,3,False,0,True,False,183,0.12,2,4,False,False,False,2,False,False,False,False,False,3,0,False,False,108,False,False,False,False,False,P
7,1,0.092692101021,2,False,14,3722,False,2,False,0,True,False,345,0.19512195122,0,2,False,False,False,1,False,False,False,False,False,8,0,False,False,230,False,False,False,False,False,P
6,0,0.0840865516297,3,False,34,3651,False,3,False,0,True,False,307,0.153846153846,3,5,False,False,False,3,True,False,False,False,False,2,1,False,False,184,False,False,True,False,False,P
0,0,0.0175262398506,1,False,36,70694,False,2,False,0,True,False,1239,0.133333333333,3,3,False,False,False,1,False,False,False,False,False,4,0,False,False,1199,False,False,False,False,False,P
2,1,0.106009705114,2,False,71,2679,False,3,False,0,True,False,284,0.125,1,3,False,False,False,1,False,False,False,False,False,3,0,False,False,150,False,False,False,False,False,P
7,1,0.0638913113324,58,True,30,21787,False,3,False,0,True,False,1392,0.105263157895,3,6,False,False,False,57,False,False,False,False,False,2,0,False,False,343,False,False,False,False,False,P
2,0,0.182352941176,1,False,32,170,False,3,False,0,False,False,31,0.142857142857,2,3,False,False,False,1,False,False,False,False,False,2,0,False,False,25,False,False,False,False,False,P
2,0,0.14156626506,2,False,31,332,False,1,False,0,True,False,47,0.205882352941,2,4,False,False,False,2,False,False,False,False,False,7,0,False,False,43,False,False,False,False,False,P
43,8,0.0969541966984,31,False,49,12903,False,2,False,0,True,False,1251,0.131578947368,4,7,False,False,False,23,False,False,False,False,False,5,0,False,False,511,False,False,False,False,False,P
14,2,0.112804878049,4,False,13,2952,False,2,False,0,True,False,333,0.159420289855,0,3,False,False,False,2,False,False,False,False,False,11,0,False,False,219,False,False,False,False,False,P
11,1,0.134328358209,2,False,46,804,False,5,False,0,True,False,108,0.142857142857,1,3,False,False,False,1,False,False,False,False,False,3,0,False,False,67,False,False,False,False,False,P
4,3,0.0653487095003,7,True,51,5463,False,5,False,0,True,False,357,0.0666666666667,3,4,False,False,True,4,False,False,False,False,False,1,0,False,False,233,False,False,False,False,False,P
0,0,0.168639053254,1,False,10,338,False,2,False,0,False,False,57,0.0909090909091,2,2,False,False,True,1,False,False,False,False,False,1,0,False,False,55,False,False,False,False,False,P
6,3,0.107718894009,8,False,36,1736,False,4,False,0,True,False,187,0.170731707317,3,5,False,False,False,5,False,False,False,False,False,7,0,False,False,124,False,False,True,False,False,P
0,1,0.0140246493838,1,False,25,2353,False,2,False,1,False,False,33,0.2,4,1,True,False,False,0,True,False,False,False,False,3,1,False,False,33,False,False,False,False,False,P
1,1,0.0986733001658,3,False,51,2412,False,2,False,0,True,True,238,0.176470588235,4,3,False,False,False,2,False,False,False,False,False,3,0,False,False,168,False,False,False,False,False,P
26,12,0.0748137108793,35,True,32,13420,False,2,True,0,True,False,1004,0.185185185185,3,11,False,False,False,23,False,False,False,False,False,5,0,False,False,517,False,False,False,False,False,P
12,3,0.0664136622391,9,True,37,9486,False,3,False,0,True,False,630,0.181818181818,3,4,False,False,False,6,False,False,False,False,False,6,0,False,False,311,False,False,False,False,False,P
0,2,0.0130563989229,2,False,57,93211,False,4,False,0,True,False,1217,0.130434782609,3,2,False,False,False,0,False,False,False,False,False,3,0,False,False,1142,False,False,False,False,False,P
5,6,0.0914441573356,8,False,34,6966,False,3,False,0,True,False,637,0.105263157895,4,4,False,False,False,2,False,False,False,False,False,2,0,False,False,276,False,False,False,False,False,P
25,7,0.069877408056,13,True,19,5710,False,2,False,0,True,False,399,0.181818181818,3,6,False,False,False,6,False,False,False,False,False,6,0,False,False,206,False,False,False,False,False,P
8,0,0.0700843608047,2,False,31,4623,False,3,False,0,True,False,324,0.2,2,4,False,False,False,2,False,False,False,False,False,5,0,False,False,252,False,False,False,False,False,P
23,10,0.0938192067646,34,False,43,9934,False,2,False,0,True,True,932,0.147058823529,4,9,False,False,False,24,False,False,False,False,False,5,0,False,False,430,False,False,False,False,False,P
4,1,0.102022058824,2,True,37,3264,False,2,False,0,True,False,333,0.115384615385,2,3,False,False,False,1,False,True,False,False,False,6,0,False,False,181,False,False,False,False,False,P
13,4,0.0638945233266,11,False,35,4930,False,3,False,0,True,False,315,0.192307692308,4,6,False,False,False,7,False,False,False,False,False,5,0,False,False,181,False,False,False,False,False,P
7,1,0.0744172145846,4,False,36,3346,False,4,False,0,True,False,249,0.148148148148,2,4,False,False,False,3,False,False,False,False,False,4,0,False,False,160,False,False,False,False,False,P
7,1,0.0890953396284,7,False,47,19698,False,3,False,0,True,False,1755,0.125,2,8,False,False,False,6,False,False,True,True,False,3,0,False,False,720,False,False,False,False,False,P
4,0,0.153846153846,1,False,40,117,False,3,False,0,True,False,18,0.25,2,3,False,False,False,1,False,False,False,False,False,1,0,False,False,18,False,False,False,False,False,P
4,0,0.139534883721,1,False,44,129,False,3,False,0,True,False,18,0.12,3,3,False,False,False,1,False,False,False,False,False,3,0,False,False,18,False,False,False,False,False,P
13,1,0.135304659498,3,True,25,1116,False,2,False,0,True,False,151,0.142857142857,2,4,False,False,True,2,False,False,False,False,False,1,0,False,False,85,False,False,False,False,False,P
17,1,0.134779240899,3,True,25,1291,False,2,False,0,True,False,174,0.16,2,4,False,False,False,2,False,False,False,False,False,4,0,False,False,97,False,False,False,False,False,P
12,6,0.0933467741935,15,False,18,4960,False,2,False,0,True,False,463,0.188679245283,5,8,False,False,False,9,False,False,False,False,False,10,0,False,False,172,False,False,False,False,False,P
34,11,0.0968984962406,34,False,42,10640,False,2,False,0,True,True,1031,0.112903225806,4,10,False,False,False,23,False,False,False,False,False,7,0,False,False,462,False,False,False,False,False,P
7,1,0.111446921043,2,True,41,2647,False,3,True,0,True,True,295,0.166666666667,4,2,False,False,False,1,False,False,False,False,False,3,0,False,False,194,False,False,False,False,False,P
2,0,0.0767090620032,2,True,62,17612,False,3,False,0,True,False,1351,0.2,1,3,False,False,False,2,False,False,False,False,False,5,0,False,False,257,False,False,False,False,False,P
2,1,0.107203389831,4,False,23,2360,False,2,False,0,True,False,253,0.222222222222,3,4,False,False,False,3,False,False,False,False,False,6,0,False,False,154,False,False,False,False,False,P
13,2,0.132997843278,6,False,35,4173,False,3,False,0,True,False,555,0.173913043478,3,5,False,False,False,4,False,False,False,False,False,4,0,False,False,202,False,False,False,False,False,P
3,0,0.155963302752,1,False,28,109,False,3,False,0,True,False,17,0.166666666667,2,3,False,False,False,1,False,False,False,False,False,3,0,False,False,17,False,False,False,False,False,P
9,1,0.139843279084,3,False,47,1659,True,6,False,0,True,False,232,0.148148148148,1,4,False,False,False,2,False,False,False,False,False,4,0,False,False,130,False,False,False,False,False,P
16,5,0.0360229951611,20,False,26,24179,False,2,False,0,True,False,871,0.205128205128,3,10,False,False,False,15,False,False,False,False,False,8,0,False,False,463,False,False,False,False,False,P
8,1,0.143580303728,2,True,43,2173,False,3,False,0,True,False,312,0.117647058824,2,3,False,False,False,1,False,False,False,False,False,2,0,False,False,119,False,False,True,False,False,P
4,1,0.116449511401,2,True,24,3684,False,2,True,0,True,False,429,0.142857142857,1,3,False,False,False,1,False,True,False,False,False,8,0,False,False,180,False,False,False,False,False,P
12,1,0.0825396825397,2,True,52,6615,False,4,False,0,True,False,546,0.127659574468,0,3,False,False,False,1,False,False,False,False,False,6,0,False,False,249,False,False,True,False,False,P
2,0,0.19018404908,1,False,55,163,False,3,False,0,False,False,31,0.2,3,3,False,False,False,1,False,False,False,False,False,3,0,False,False,25,False,False,True,False,False,P
0,1,0.16742081448,2,False,46,884,False,3,False,0,True,False,148,0.210526315789,2,3,False,False,False,1,False,False,False,False,False,4,0,False,False,75,False,False,False,False,False,P
6,0,0.116745283019,2,False,34,848,False,3,False,0,True,False,99,0.157894736842,3,4,False,False,False,2,False,False,False,False,False,3,0,False,False,68,False,False,False,False,False,P
4,0,0.0164334730152,0,False,49,1422280,True,4,False,0,False,False,23373,0.142857142857,0,2,False,False,False,0,False,False,False,False,False,2,0,False,False,23368,False,False,True,False,False,P
23,10,0.0937720092565,34,False,27,9939,False,2,False,0,True,True,932,0.161290322581,4,9,False,False,False,24,False,False,False,False,False,5,0,False,False,430,False,False,False,False,False,P
22,11,0.0920723226704,32,True,33,14380,False,2,False,0,True,False,1324,0.210526315789,3,11,False,False,False,21,False,False,False,False,False,8,0,False,False,582,False,False,False,False,False,P
2,0,0.0164699795511,0,False,24,162356,False,1,False,0,False,False,2674,0.151515151515,0,2,False,False,True,0,False,False,False,False,False,5,0,False,False,2671,False,False,False,False,False,P
11,0,0.0242407131045,4,False,56,49586,False,3,False,0,True,False,1202,0.2,5,4,False,False,False,4,False,False,False,False,False,5,0,False,False,961,False,False,False,False,False,P
19,7,0.103261435865,30,True,13,19194,False,2,False,0,True,False,1982,0.159420289855,2,14,False,False,False,23,False,False,False,False,False,11,0,False,False,777,False,False,True,False,False,P
23,10,0.0938192067646,34,False,43,9934,False,2,False,0,True,True,932,0.147058823529,4,9,False,False,False,24,False,False,False,False,False,5,0,False,False,430,False,False,False,False,False,P
14,1,0.0909090909091,15,False,34,5016,False,2,False,0,True,False,456,0.166666666667,3,10,False,True,False,14,False,False,False,False,False,1,0,False,False,229,False,False,False,False,False,P
5,0,0.183529411765,1,False,39,425,False,3,False,0,False,False,78,0.27027027027,3,3,False,False,False,1,False,False,False,False,False,10,0,False,False,68,False,False,True,False,False,P
6,0,0.174825174825,1,False,42,429,False,2,False,0,False,False,75,0.240740740741,7,2,False,False,False,1,False,False,False,False,False,13,0,False,False,65,False,False,False,False,False,P
0,3,0.103591160221,7,False,64,2896,False,2,False,0,True,False,300,0.244444444444,3,4,False,False,False,4,False,False,False,False,False,11,0,False,False,188,False,False,False,False,False,P
2,1,0.0874524714829,2,True,37,263,False,2,True,0,True,False,23,0.192307692308,2,3,False,False,False,1,False,False,False,False,False,5,0,False,False,17,False,False,True,False,False,P
8,0,0.0988939492518,2,False,50,4611,False,3,False,0,True,True,456,0.105263157895,4,3,False,False,False,2,False,False,False,False,False,2,0,False,False,193,False,False,False,False,False,P
2,0,0.0130828047115,0,False,32,747699,False,3,False,0,False,False,9782,0.0869565217391,0,2,False,False,False,0,False,False,False,False,False,2,0,False,False,9767,False,False,False,False,False,P
6,0,0.174825174825,1,False,35,429,False,2,False,0,False,False,75,0.240740740741,7,2,False,False,False,1,False,False,False,False,False,13,0,False,False,65,False,False,False,False,False,P
7,1,0.0454462158695,8,False,27,5457,False,2,False,0,True,False,248,0.194444444444,8,7,False,False,False,7,False,False,False,False,False,7,0,False,False,166,False,False,False,False,False,P
5,1,0.0537956888472,11,True,33,5335,False,3,False,0,True,False,287,0.205128205128,4,7,False,False,False,10,False,False,False,False,False,8,0,False,False,214,False,False,False,False,False,P
20,6,0.0614531306051,54,False,36,36239,False,3,False,0,True,False,2227,0.1875,4,18,False,False,False,48,False,True,False,False,False,9,0,False,False,551,False,False,False,False,False,P
18,1,0.119287531807,4,True,50,9825,False,3,False,0,True,False,1172,0.166666666667,3,4,False,False,False,3,False,False,False,False,False,2,0,False,False,362,False,False,False,False,False,P
10,1,0.119954734063,3,True,35,5302,True,4,False,0,True,False,636,0.161290322581,2,3,False,False,False,2,False,False,False,False,False,5,0,False,False,241,False,False,False,False,False,P
11,1,0.123662306778,3,True,46,1682,True,3,False,0,True,False,208,0.272727272727,2,3,False,False,False,2,False,False,False,False,False,3,0,False,False,121,False,False,False,False,False,P
7,7,0.0664848278213,14,False,23,2933,False,4,False,0,True,False,195,0.222222222222,3,5,False,False,False,7,False,False,False,False,False,6,1,False,False,150,False,False,False,False,False,P
0,0,0.0999056010069,1,False,24,6356,False,1,False,0,True,False,635,0.153846153846,3,3,False,False,False,1,False,False,False,False,False,4,0,False,False,252,False,False,False,False,False,P
32,10,0.0910323455355,34,True,29,10326,False,2,False,0,True,True,940,0.178571428571,4,9,False,False,False,24,False,False,False,False,False,5,0,False,False,444,False,False,False,False,False,P
19,0,0.0927532176833,11,True,34,7148,False,2,True,0,True,False,663,0.133333333333,3,7,False,False,False,11,False,False,False,False,False,2,0,False,False,318,False,False,False,False,False,P
0,0,0.0130424415832,0,False,68,41940,False,4,False,0,False,False,547,0.0833333333333,0,2,False,False,False,0,False,False,False,False,False,1,0,False,False,547,False,False,False,False,False,P
6,0,0.0695770804911,1,True,60,5131,False,3,False,0,True,True,357,0.136363636364,5,2,False,False,False,1,False,False,False,False,False,6,0,False,False,151,False,False,False,False,False,P
9,1,0.0861678004535,5,False,22,1323,False,2,False,0,True,False,114,0.125,2,6,False,False,False,4,True,False,False,False,False,4,1,False,False,77,False,False,False,False,False,P
37,1,0.0809373982858,15,True,38,9217,False,3,True,0,True,False,746,0.151515151515,3,7,False,False,True,14,False,False,False,False,False,5,0,False,False,373,False,False,False,False,False,P
0,12,0.0131494815268,12,False,34,35971,False,2,False,0,True,False,473,0.19298245614,3,2,False,False,False,0,False,False,False,False,False,11,0,False,False,470,False,False,False,False,False,P
4,1,0.11175616836,2,True,39,2756,False,3,False,0,True,False,308,0.133333333333,2,3,False,False,False,1,False,False,False,False,False,2,0,False,False,116,False,False,False,False,False,P
